essay,emotion
hello jane want vent article read heart breaking families lost loved one ride dreamworld theme park queensland australia thrown ride water sad story investigated also dream world ceo created memorial park staff attend kind,sadness
hello alexander oh need tell story read crazy know anyway read story myanmarl huge investigation child slavery sad live world filled monsters like goods news police arrested two family members feel good coming hope find put justice,sadness
hey bff joan read interesting article man feel weird living country like issues money wasted really feel like people nation much better hope evolve become better people world,anger
hey best friend joseph believe thousands females left work iceland went austurvollur square icelandic capital reykjavik protest discrimination women cause get paid way less men sucks still living society woman created treated fairly,disgust
read article survey completely unformatted enormous text wall essay list made way though really sports article focused article talk bunch prominent women sports accomplishments little hard follow really familiar lot sports terminology accomplishments big deals think people generally care men performances good women recognized accomplishments sports one bit woman got popularity writer called raunchy photo shoot think kinda weird something like even included article feminist tone,neutral
read another article zero formatting survey one war middle east pretty depressing read religion makes people horrible hateful stupid things apparently kids pick explosives people get heads blown little girls die reason someone imaginary friend sky slightly different imaginary friend sky ridiculous disgusting imagine people could accomplished dedicated knowledge instead could planets could live thousands years nope rather hate murder something stupid god allah,disgust
india lot corruption prime minister made promise stop made pretty extreme decision get rid two highest denominations currency country people hoarding cash paying taxes would lose grace period country really unprepared still banks enough smaller bills trade people poor able go work stand line atms someone made really good point real money corruption stored swiss banks agree,anger
hurricane hit taiwan soon supposed really big biggest since really awful hurricanes west ones caused global warming wonder china horrible many people lose homes lives rich executives make bucks,fear
read article murder suicide couple three kids dog dead gunshot wounds even shot dog family seemed really normal issues stress relationship really eerie people like even know,surprise
hey friend read article read world full problems pity way animals suffer world especially war zone areas like gaza libya syria wish could something serious attention needed zoos powers could something protection animals,joy
really understand become society heard guy shot several people shopping mall six people injured three dead three people eye injuries broken glasses guy turkey guess charged murder confessed,sadness
wish leaders like barrack obama believe global warming happening encouraged people start protecting environment avoid global warming harming us countries already signed agreements help like paris agreement,joy
thank god sisters born usa instead countries middle east still believe male guardianship imagine woman seeking permission fro male figure relative sometimes son acquire passport bad hope activists succeed helping women outrageous,disgust
living world ha problems left right sometimes help sad many people animals suffering rivers drying places fishes dying areas flash floods destroy things kill people end times saddened time issues,sadness
really sick disturbing think soccer hooligans got rowdy worked acting like idiots hit eleven year old child head bottle poor kid big gash go hospital everything pretty sad pathetic even though probably really mean,sadness
really ridiculous lawyer history nut job went crazy mall houston texas shot nine people one injured critically issues worked like hard lawyer move another firm instead going crazy shooting innocent people,anger
well certainly rich pathetic muslims terrorist mouthpiece council american islamic relations whiny someone tried everyone else world never hear word blowing cars shooting innocent people streets,anger
another muslim attacking americans right home hardly hear see anything smaller attacks happening regular people every day country course chime right excuses judge us nothing stop even condemn really telling,disgust
understand absent minded concentrating things point laser focused forget small things around hell forget kid backseat car much less come back car hours later still see kid makes sense hard believe guy purpose hard believe remember twice really sad tragic,sadness
think father noble gesture sometimes justice always served jail think shame punished important however father got revenge sometimes necessary take justice hands applaud father,anger
think bizarre article sure air pollution problems sweden seems like incomplete study would okay took angle densely populated areas likely trigger mental health issues somewhat proven studies mice using air pollution reason mental health issues weird,neutral
non story every day people dealing divorce custody issues unfortunately become common problem generally speaking story like sad read hear celebrities cares problems special anyone else people get caught celebrity custody battles need get life,sadness
story makes sick stomach hate reading things food comes bad enough know eating animal know suffered makes worse story suffering animal end life seems ignore suffering chicken goes time alive kind story makes want go vegan,disgust
terrible story way feel happy child longer suffer child lived would mess rest life angry mother happens state weak laws facing years given death penalty disgusted legal system thank god live california,anger
story going currently venezuela devastating almost haunting definitely disturbing economic crisis happening affecting people also animals live especially zoos often let crisis countries affect animals cross minds typically think people directly affecting animals way fed diets drastically different consuming people hunt animals would typically deem acceptable cats dogs even going far steal horses racetracks simply eat feed animals local zoos many animals suffered weeks,sadness
never know disaster could strike often seems unexpected inopportune time especially sad expect whole family lost flames including family pet house turned rubble ash always take time day appreciate everything never know could happen moment make sure always appreciative caring,fear
need necessarily get overly involved affairs well countries definitely paying attention going world around us human suffering everywhere think time completely oblivious want face believe good thing able realize cruel human beings one another appreciate take things granted considering could always much worse,fear
hear ringing occasionally alarmed hear persistently quite time would slightly worried definitely alarmed could mean eventually lose hearing tinnitus common thing experience usually nothing sometimes early sign could lose hearing strongly encourage people go get checked experience frequently definitely educate,neutral
people love go see animals experience wild especially natural habitats stop think affecting said animals public access wild animals natural environment drop birth rates even cause death animals become endangered people even go far hunt,neutral
dear read article gun deaths specifically guns used children small isolated cases happened small towns reading background history families occurred strong socioeconomic component present people described would call middle class definitely well educated like talking day think dems possibly win fight unless able appeal gun owners think dynamic going change mean think guns symbolize power article read came across people used children one child another need feel power,neutral
dear weird little know food eat read article bananas kind buy supermarket apparently called cavendish bananas expressly considered commercial apparently commercial bananas threat due lack genetic diversity making prone fungal diseases another variation big mike went way buffalo reason certain suggestion wild bananas used produce new variations tho hunch would drive cost bananas concerning might possible someplace like money worry would affect people poorer countries,surprise
gah whole ke ha mess oops man kesha without sign dunno think eating disorder whole rehab thing professional life proverbial sh tshow really hard believe anything else attention seeking seems kind personality,sadness
read due climate change hotter normal temps may new normal temps screamed australia frightening think really capacity change individual gets even frightening primary cause climate change many people full stop much hope people stop procreating save biggest tragedy,fear
read article young mother lost twins prematurely shot stomach really raises good question lot people consider life begin consider life begin human takes first breath possibly religious thing guess parents grandparents entire family believed unified belief system issue find difficult form opinion people prosecuted fetus harmed really wish one answer problem,sadness
reading article azalia banks russell crowe must say rather humiliating treated really bad felt compassion tried put shoe know would broken cried controlled tongue well violence begot violence soft answer turns away wrath russell much lady gentleman could dealt issue amicable manner maybe could let bygones bygones put behind rather unfortunate,sadness
sad cannot stop poaching wildlife deserves equal chance live freely earth hunted trophies feel pleased security forces trying protect wildlife also happy rhino poaching crime help protect noncancerous hurts know hunt animals horns sheer cruelty cannot talk feelings allowed live wild free,sadness
religion freedom choice people christians muslims islamic makes sad christians chose different religion islams brutalize hurt cruelty one reasons always war countries think would ever want visit places would scared target christians kill priests people heartless forcing people home,fear
even though favor conservative party still understand jewish people would struggling understand trump electron one party election point another democratic republican party white house always naysayers either side everyone everywhere need prayers appreciate prayers jewish community,neutral
people working financial institutions banks honest morally right workers opened fake accounts fired unethical one would expecting huge scam wells fargo deeply saddened account wells fargo paying close attention account one never knows something go wrong,sadness
time end war bring troops home afghanistan almost years insane original purpose fight al qaeda accomplished long time ago goal kill bin laden also accomplished long time ago war end game,anger
blame neo liberal policies barack obama made lot hope change promises delivered nothing years peoples lives gotten better choice donald trump hillary clinton ridiculous mainstream media carries lot blame well informing public issues reporting sensationalism garbage,anger
class action lawsuit company putting dangerous products liable injuries caused people given restitution damages suffered glad kylie speaking hopefully prevent injuries unsuspecting consumers,anger
troubling unusual two people die cause time seems suspicious well hope authorities find answers tragedy repeated hope family eventually find peace get information need closure loss,sadness
need make sure brave people resources government needs realize value animal tourism stop poaching precious animals gone bringing back need make sure happen poaching huge problem africa penalties need severe,neutral
read article situation haiti month hurricane relief distributed better last hurricane since capital city less affected learnings previous situation used make improvements getting food water purification tablets distributed fairly big problem people crazed hunger become violent give despair cholera revving immediate problems shelter long term rebuilding voting upcoming election issues lurk somehow figure better relief efforts natural disasters,neutral
situation syria really shocking read article regime power together russia bombing schools relief caravans deny russia china vote sanctions un hard understand could behind outrage fortunately human rights watch done extensive careful documentation recent school bombing effort get individual acts treated war crimes un channels,sadness
leonard cohen died knew little see ill look songs writing epitome starving writer seems popularity continued grow aged able reap rewards really catch needs recent years buddhist monk idea clearly raised bar song writing,joy
trump putin talk syria pacific terms russian warships bomb aleppo bombing said show show destroying city people really outrageous least getting reporting even though frustrating since really anything trump looking way syrian problems seem likely drag world years come,anger
medical profession clueless according three articles read idea treat obese transgender people among others doctors routinely act based biases stereotypes example scales calibrated constructed weigh obese people medication dosage often take weight account doctors tell patients lose weight rush office rest us protected medical protocols outdated sometimes harmful either,fear
crazy story news day two guys shot pennsylvania one shot twice stomach shot back arrests anything stated motive wonder random thing involved drugs something guess never know,surprise
india confirmed participation paris climate accord think great larger countries world willing step say things need change also really like made announcement gandhi birthday think nice respectful way honor legacy,joy
read article today discussing problems sudan africa article kind hard follow seems like lot political peace keeping discourse really feel terrible innocent people caught silly power plays government issues people lives ruined destroyed every day,sadness
apparently giant albatross destroyed giant mice overrun one main breeding islands exactly understand parents learned mice threat sit watch eat babies seeing meat eaters think mice would provide easy snack,surprise
well another shooting one washington real motive time think terrorism maybe broken heart anyways getting ridiculous many people affected mass shootings someone grudge mental problem,disgust
feel sad family people lost loved ones especially family members deeply involved community touched many hearts people around well sure long time memories special moments told heart felt warmth many generations,sadness
global warming issue brewing time seems getting torn directions grey issue black white issue meaning either happening hard see side valid argument since everyone involved passionate side,neutral
upsetting hear family losing children freak accident way parent imagine horrible feelings family going everyone must feeling right lose little girls young age one bury children terrible,sadness
hard think safe anywhere world expect able go world enjoy without worry someone hurting around concern anyone face seems becoming issue day day,sadness
gone war gone hell expect come home country fighting protect take care way instead throwing cold basically tell good luck heartbreaking know people poverty especially know war veterans treated way,sadness
gruesome moment help fact refugees face exhaustive screening process united nations high commissioner refugees take years good federal government nonprofit partners provide job search help cash assistance refugees first months united states largely strategy made hard refugee often come america assets material move poverty may contribute younger sense isolation result struggling find place country earning living proving difficult younger generations donald crusade immigrants,neutral
company behind itt technical institute chain profit schools united states shut campuses following financial sanctions department education itt educational services said statement tuesday would shutter locations states move affects hundreds thousands current students employees itt technical institute known colloquially itt tech company said profound regret must report itt educational services inc discontinue academic operations itt technical institutes permanently approximately years continuous service said statement website day later itt announced would enroll new,sadness
found story kate beckinsale husband len wiseman pulled plug marriage tmz learned wiseman cited irreconcilable differences docs state kate waived right spousal support suggests prenup married kids together tmz broke story couple marriage rocks last november len spotted model cj franco kate seen shortly sans wedding ring red carpet,neutral
russia claims bombed un aid convoy escorted terrorists un aid convoy bombed monday night escorted terrorists russia claimed response accusations behind deadly attacks moscow denied hitting un convoy bombed delivered food aid opposition held parts aleppo monday night minutes military declared end ceasefire strikes carried either syrian allied russian warplanes hit syrian red crescent trucks staff members unloading aid urem al kubra aleppo province dozen killed including omar barakat director pictures shared activists showed burned bodies next unhcr badge russia defence ministry relea,neutral
tourist claimed raped dubai charged extramarital sex british tourist allegedly raped two men dubai faces jail cops accused sex outside marriage woman claims attacked two men last month reported locked charged bail allowed leave needs legal fees,neutral
wanted write bit regarding article read confederate flag initially feelings bit sadden news attention situation creating one hand would sympathize support flag like putting shoes matters free choice choice want display flag support right free choice also sympathy may find offense confederate flag may fact open old wounds bring back hurtful memories however fully support president view president mr donald trump feels confederate flag placed museum course action intelligent response sides issue agree,sadness
feelings thoughts regarding article read want sit compose brief message regards think greenhouse effect highly rated find forces oppose strong point well favor also right want seek work towards ways would best interest lives environment believe would show interest whatever harmful effects would increase opposition feel umbrella word funnel monies areas needed believe mother nature natural state earth environment works also somewhat correct wish would meet halfway,sadness
writing regarding floods louisiana displaced residents try put position wonder would hearts desire viable solution would beneficial relocate another area begin rebuild life replace destroyed however underlying disadvantage louisiana whole case many would want leave relocate state difficult decisive moment given faced especially areas unemployment average someone problems finding gainful employment move another location work reasons alone nothing natural disaster louisiana faced,neutral
find truth writing regarding situation erupting yemen peace talks collapsed security safety citizens areas greatly decreased find america feels others around world correct error whereby appalled violence blood shed feel personally party consider welfare people large self aggrandizements personal power plays become self less less selfish make decisions best interest safety people yemen aside apart whatever political idealogies may saving lives garnering votes political power,neutral
writing response article read nevada water supply truth article points news media primarily follows happens california nevada driest state need attention assistance impressed verna brady year old resident cites would rather move forward behind although elder many childhood memories would rather adapt required today harbor use large statement comes tribes america lot displaced relocation creating emotional psychological problems results however present state also causing abuse factors family,joy
believe happened imagine must like flee something incredibly dangerous lose life sea see people die escaping wonder sometimes must possess refugees way escape risk lives know numbers people die situations like must awful coming risk mean look star soccer player like royalty country celebrated athlete even took risk died must like people,sadness
totally get lot ways used roll eyes people frothing mouth obama elected seemed make grand statements world ending right black man white house know see friends family freaking want tell chill obama destroy america right wingers wrong neither trump life keep going brings lot stress listening people freaking time yet get get worried freaking like either get point stressing much completely dissociated really read news anymore,neutral
idea zika discovered outbreak far knew recent outbreak zika discovered wrong actually really heartening read want start family next years practically twitching anxiety tend get bitten ton mosquitoes every summer matter husband get bit global climate change pushing things like north good know comes viral fashion herd immunity aspect maybe put mosquito shotgun aim slightly stronger spray clothing,surprise
weird really feel sorry people timeshares seem like terrible idea always associated conspicuous consumption really rent hotel room go buying house people sounds like total hassle problem waiting happen stand grimy companies jerk people around shows whole timeshare concept digging people pockets way get stop put business want play fair,anger
sure feel really need go green point call green kills many animals little aghast even though know science needs evidence numbers wasting money figuring species typically migrate gasp killed places put money towards developing something stops problem need green energy like wind solar let find solution make keep losing trying save,surprise
hey saw post people harming environment definitely agree take look article talks foods wasted potentially harm environment since many people care environment know effects harming environment see set program would help improve environment,neutral
recently discovered articles believed quite interesting first article talks people argue smoking banned public places children would imitate personally opinion matter children smoke either second article disturbed great deal talks work food inspector surprised dirty stores really makes wonder continue going place near house perfect score,surprise
read article isis dehumanizing acts upon former law officials disgusts stopped believe every nation world rise stand isis longer able continue daily basis,disgust
article quite interesting talked invention new male contraceptive talks potential side effects steer men away using contraceptive writer article mocks men avoiding contraceptives female contraceptives way side effects personally disagree writer male contraceptives invented female contraceptives believe males would problem using despite side effects thoughts,neutral
find article stupid talks trump supporters attacking actors show silicon valley silicon valley fan know actors believe ever fight escalates due differing political opinion would walk leave,anger
hear airstrikes yementi believe would petrified forty three people killed could sixty bodies laying everywhere covering blankets one count died since battle going say people died conflict many innocent civilians imagine situation,fear
hear shipwreck egypt unfortunately looks like fifty five people died sad story feel bad families odd feeling survived many people swam save lives would never able also children boat incredibly sad hate people died chance survival,sadness
think rude people mock government officials get full selves politics really burns people get along regards hate reading politics general even worse read grown adults bickering arguing joe walsh diana duckworth immature think,anger
think lung cancer really caused highly air pollution feel number one pollutants cause lung cancer purely smoking im glad quit smoking years ago say scientific reports studies provide air pollution caused early stage lung cancers however really believe,neutral
wow hear happened mallika sherawat france gassed beaten robbed unbelievable scary could happen anyone everywhere lucky alive sad though story got mixed politics even clinton obama trump,fear
really interesting article primates talks things certain species primate get older tend adjust position see things better age younger bonobos sit close partner groom older ones sit ridiculously far away even think arms could reach read distance foot,neutral
sounds like horrible accident even imagine family going ones involved accident survived probably saw horrible things kids witnessed mother die parent terrifying thought would never want son go something like,fear
really unfortunate north korea seem able help citizens natural disaster hopefully country willing step offer assistance although know works since really let people must pretty devastating resorting asking outside help,sadness
glad germany trying help lot refugees countries ahem us trying get helping people however going reputation need prepared deal number individuals try come feels like many problems refugees running created point due us european colonization intervention glad least trying,anger
us done super shady things treated people horrible sure whether upset feel bad americans went along sort reminds ss officers wwii like point seems like realized kosher definitely crossing ethical boundaries yet continued know whole thing military going along obeying orders going seriously seriously messed,surprise
hello friend family time without contact avoid always communicate sure live going say already news friend must take care family please know found read digital online newspaper samples violence philadelphia could get head live place apparently person armed shot stomach elderly man another person accompanying one reports heard police crime weapon found makes suppose police idea neither clues catch bad guy police know anything means,fear
hello friend really surprised things happened continue continue happen world big problem facing part united states america new outbreak virus specialists field health still know problem due stop write part learned subject started november symptoms fever lot chills difficulty breathe,surprise
hello friends take part group tell important news know always read look information time ago seems man died sea fell cruiser going person name bernardo garcía teixeira partner filed lawsuit royal caribbean company people cruise police also allege couple discussing moment accident happened,neutral
hello friend children behaving understand much politics president country ruisa joined forces fighting syria called syria first threat classified terrorists really understand reason much hearing initial problem know many good people syria makes think many people died president russia bombed syria many good people die consider war solve anything done neither,anger
hello dear group let trust laws country truly judgments hopefully murderer accused five counts murder free quiet streets country hope justice compensate little relatives victim hour chase police found criminal even though victims recognized soon discover,fear
darrell issa considered mini trump many voters republican friends support candidate opinions first would say issa never receded support trump infamous hollywood access recording somebody preach morals kind hypocritical mr issa motivated fear political repercussions best interests trying distance trump polling suggests supporting best interest reelection guy morals supported constant flip flopping,neutral
embolden trump supporters stance immigration reform however believe cause muslim immigrant prone committing terror attack attacks terror mass shooting mostly causes angry white men white man hes lone wolf foreign country terrorism making excuses happened surly tragic lets pool whole race people negative basket one two bad eggs,neutral
bizarre story man bashed turtles head hammer self defense held bail part story find interesting man dragged turtle middle road left sure believe man claiming self defense turtle seems crazy think man could left turtle alone situation begin,surprise
russians always provocative trying show force especially united states dangerous ways almost cost one pilots life yet another attempt russia yet distance nato show fully support murderous assad regime,neutral
much love dogs must say totally owners fault rule dog needed leash woman follow rules dog ran stranger dog scared stranger expected many big scary dogs running towards sure going attack nice man got scared shot dog sad man know dog going attack,fear
read sad article elderly stuck aleppo syria due war apparently people unable get due government siege area decreased access food resources long term medical conditions scarce elderly sacrifice well well children grandchildren war needs come end soon suffering people syria,sadness
read another article teacher compared president trump adolph hitler teacher nerve say lesson plans always factually based last time checked donald trump interred million jews concentration camps killed typical liberal democrat much hyperbole teachers need stick teaching facts interjecting opinions lessons,anger
another shooting black man cop time feel shooting justified evidence presented definitely think needs go jury decision agree trained scenario one knows exactly emotions situation like one domestic violence call extremely dangerous police officers understand less lethal methods deployed first,sadness
sad social media giants quickly shut conservative speech cannot get handle suicide groups mental health needs taken seriously country country mental health covered lot insurance policies suicide depression continue problems feel kids know feels like feel depressed hopeless anyone preys kids conditions needs go jail infuriates,sadness
read car crash prince georges county near clinton involved three vehicles happened tail end rush hour said one woman critically injured wonder passengers two vehicles injured maryland drivers suck avoid anywhere near dc since roads conducive safe driving,anger
man news story really crazy makes feel uncomfortable warning content kind disturbing scary things like could happen anyone walking street feel free share anyone else australia hope poor woman okay,fear
hey know asked happened mother baby new york full article sad baby could lived life fullest cut short mother grieve happened sad things like happen,sadness
found article surprised believe truly female trump voters surprised racism something bind together really leave party actually sense feel free share someone else well want,sadness
found article wanted share disturbing odd results presidential campaign demographics results surprised see many lantinos voting dude blantly racist think black people voted trump going see uninvited family barbecue next year well xd,surprise
found article thought might interested sad disgusting gun violence really must stopped country hurting innocent people even unborn people around country think might die participate happening week come,disgust
guy read seriously cannot trusted going around acting like apartment belonged actuality wonder punished sufficiently doubt probable strike deal end needs publicly shamed,disgust
unfortunate venezuela seems go much country due politics know united states america proactive helping less fortunate country lot people complain chavez seems country stable,sadness
japanese made restriction stating could apply makeup train completely line dictate whether man woman use commute time apply makeup needs mass protests know nature,neutral
gun issue united states america becoming joke entire world see play apparently anyone see guns causing harm good communities perhaps since fatal shooting involved cop possible mental issues put spotlight issues hold breath though,anger
terrorism become commonplace even alarm anymore simply another day world come live one really wants address reasons drive people terrorism guess continue let media sensationalize death complain next day,neutral
think girl may spy another country sells important information another government may leads sever problem pakistan government police action correct police must gathered girl first thing girl authorized person enter office first criminal activity theft important information office severe criminal activity girl must punished severe big problem government,neutral
hydrogen poison gas may leads severe health problem must injurious human body hydrogen poison gas may leads severe health problem must injurious human body hydrogen poison gas may leads severe health problem must injurious human body hydrogen poison gas may leads severe health problem must injurious human body hydrogen poison gas may leads severe health problem must injurious human body,neutral
police asked help people identify lady think escaped police custody placed philadelphia high way police explores identification marks lady police asked help people identify lady think escaped police custody placed philadelphia high way police explores identification marks lady,neutral
wildfire burned field acres agricultural land farmers sad wildfire lands damaged highly due wildfire emergency fire safety team save land wildfire could helpful farmers although loss agricultural land even plant plants burned agricultural land,sadness
person robbed money gun point escaped place victim calls police investigation victim gathered information criminal start search criminal victim calls police investigation victim gathered information robbery,neutral
article taught heartbreaks end world yes one precious person left us start living emotion life come end life ending day new beginning new people waiting us move forward life remove many people life required actually reach destination life begun nobody stops moving sun still rises sun still sets,neutral
also taught think poverty teaches value anything everything importance friends importance one time meal importance tiniest thing life teaches survive bare minimum poverty teaches gratitude happy people world people least flooded tons material goods focus simple things look brazil struggle eat keeps humble,neutral
learned story world really fucked imagine forceful sex age organs developed complete faith everyone around results physical mental trauma think person around trying act sweet end molester victim behaves like vile man,disgust
learned nature cannot predicted nature look beautiful one instance kill next take look shark incident poor guy play game buddies lost life reason today tomorrow gone try live long possibly shit comes along tries take away,neutral
learned obesity silent killer cases time one realizes clutch obesity already late prominent signs obesity lack flexibility body high blood pressure development cardiac issues respiratory disorder question continues bother patients caused obesity,neutral
messed government joke corrupt basically slaughtered citizens feel displaced families defintiely scary situation involved someone step put stop united states un something send aid,anger
agree election stressful seems lot tension parties people worried could happen trump wins think racists come woodwork people comfortable minority think things feel different people scared post behind wall social media,fear
drunk driver guessing horrible hope rots jail sympathy drunk drivers fair gets live took lives mother children imagine would happened family life precious taken away fast randomly,anger
tired republicans never compromise want way never meet middle half way government joke get thing done divide parties democrats willing meet middle matter conservatives one way,anger
shame nevada going beautiful state really feel reservations go rely water way life animals need water really know done maybe address climate change definitely happening,sadness
feel sad world world needs revolution good people charge countries bad people need disappear world need specials force deal injustice world lot people pain different beliefs race culture bad presidents people around world opportunities happy fair life would like help every injustice world big countries would help people suffering injustice see lot pain around world say lot people resources extremely selfish need powerful people dealing kind situations hand people make disappear isis map asap,sadness
global warming really serious sometimes think good time kids want kids chaotic world full adversity contamination also think nation control future seem different people care correct helpful everyone lot people dishonest disloyal need society trust world extremely corrupt think change gave enough education generations since kids,fear
believe people spend money kind parties think correct extremist much support president white supremacists dangerous people crazy ideology promote horrible values sons society respectful races hurt society specially united states multi cultural country groups disappear map soon possible ideology useless country like,anger
know people injured horrible new know kind incidents perturb lot citizen country powerful nations need create associations defend countries suffer injustice countries around leaders abuse people kind situations must investigated punished international organism,sadness
veterans deserve support nation put risk lives us freedom security people idea people seen experienced war zone toll experiences take individual matter strong sure suffered traumatic experience really need help battles,sadness
sad article many things unknown born outside country always unfair others able get deported spending lives usa especially came early age also us parents adopt children granted us citizenship,sadness
thinking water contamination scary thought effect children makes things even worse crisis flint unacceptable hear drinking fountain chicago makes things even worse makes think major improvements need made across us new laws need put place ensure everyone getting healthy water,fear
horrible disaster like happen sad nations order help never know may need help countries know country hard loss everything natural disaster lives lost best practice help,sadness
disgust reading story one send child school learn worry sexual assault form makes teachers look bad taking plea deal best choice never acceptable reason something like happen fact young daughter scary,disgust
thinking earthquakes makes think issue global warming climate change seems like natural disasters leads think cause climate change happening could imagine shows grateful never know could happen something control,sadness
read article awful treatment animals zoos foreign countries us feeling little thinking people could treat animals could continue raise animals zoos people come view ill hurt even dying even receiving help get animals better location cared properly zoos still continuing bad treatment allowing visitors come witness like child animals depend us caged either let cage take care hard people understand,sadness
hear teacher body slammed student student lost leg understand kids wild disrespectful would body slam child child furious individual fearful consequences putting hand roughly child regardless reason,anger
read article man contracted flesh eating bacteria almost died unfortunately tell contracted flesh eating bacteria sure would know time flesh eating bacteria scary right ever known anyone heard anyone contracting flesh eating bacteria,surprise
heard poaching rhinos animals general one black rhino old understand people money focused willing kill ways could making money killing animals something pretty defenseless leave alone main focus money never desire hurt animal reason,disgust
ignorant comes politics reread article times try figure talking trump jobs discrimination racism end three times felt like read gibberish politics actually understand understand agree trump agree antics agree policies sure selfish moron right feel,surprise
terrible glad guys got arrested never okay throw bottles people care circumstances poor kid almost died mean nothing stupid fan rivalry guys think agree disagree see could take different stance kicks giggles mean sports stuff get control hurt someone supposed fun games supposed violent continued behavior along lines could damage reputation game fans organization condone think either go go,disgust
sad guys believe never knew far reaching climate change actually poor turtles dying temperature changes please something write local senator start reverse need get back climate accords become leader environmental sustainability instead,sadness
wow dude lot money power awesome guy worked hard whole life built amazing career unstoppable wrong yeah guys think agree deserves got think really refused pay necklace think fake news someone made,joy
trump completely terrible president agree done nothing country wonder gone far polls anyone supports better comment unfriend right ridiculous support support racism homophobia xenophobia divisiveness hate,anger
believe kicking people homes expand stupid airport screw guys think personally upset starting petition please sign issue like absolutely ridiculous never happen go,anger
indonisian government enough protect forest land orangantans number seven fifty seventeen fifty completly wiped company clearing land allowed continue form protest let government know right help ideas maybe email indonesian government first attempt call maybe plan picket demonstration capitol building voicing concerns feel dont get someone else help go alone feel strongly something productive needs done fast drag feet land cleared blink eye,anger
hey wanted write note see watching news reporting finding mass grave near mosul dead bodies decapitated thirty three thousand people displaced terrible need something us setting service centers families great idea,sadness
hey know busy wanted share something laying heavy heart nigerian paper reporting mass rape done government women children raped policemen soldiers camp leaders vigilante groups makes blood boil make feel,sadness
gbr great barrier reef read article stated life support beaching incident two thousand sixteen amongst others things left close death gbr covers jobs hanging balance crazy thing million yers old something,sadness
hey wanted write quick note saw news today women pushed another women train tracks midtown manhattan subway station yesterday going people police didnt motive yet authorties said approx people per year killed tracks usually accidental,surprise
feel like aleppo legit war zone right get killed anywhere anytime feel sorry innocent families children involved would like nations least help syria middle eastern countries accept refugees thought losing child someone family really disturbing,sadness
ever growing lack medical clinics equipment world countries outbreaks eventually start affect millions people article example showed cholera outbreak haiti millions affected people dying resources help,sadness
really know leonard cohen much growing listen couple songs big fan tragic died fair good way die old age died asleep painless nothing hurts also said ready die lets take account prepared go died peaceful,sadness
corals around world dying especially corals great barrier reef factors contributed increase temperature due global warming humans destroying articled stated half great barrier reef corals dead year imagine swimming corals corals means fish ecosystem look,sadness
always sad hear someone dying especially children involved luckily adults killed according article children survived emotional physical mentally hard children adapt maybe adults parents watching somebody kill family members heart wrenching love prayers go kids,sadness
really sad way people see one side story afghan war see things side pond see good bad country tend think things generalities lump groups people live common area one pile terrorists plenty people afghanistan eh taliban dont see damage hitting drone strikes casualties wars civilians nothing conflict always conflicting stories death tolls believe used de escalate fears country something could actually turn harmful instead helpful,sadness
read article canada actually school would force indigenous people land go tried erase history language always thought canada peaceful country people even experimented school still operation astonishing thought americans ones forced indigenous people away tried kill culture shows people pretty much pretty much savages recently even though still long way go reach place everyones culture differences celebrated shamed destroyed,surprise
